11.4,209.29,6.1
11.92,306.81,15.44
12.37,405.06,18.91
12.88,484.03,20.68
13.35,522.66,22.61
13.87,581.33,24.54
14.35,565.36,26
14.85,473.99,29.15
15.35,396.49,28.41
15.81,334.57,19.91
16.33,273.69,17.01
16.8,223.35,12.14
17.29,178.98,10.26
17.78,144.99,8.84
18.27,123.08,7.83
18.78,106.09,7.37
19.24,93.96,7
19.75,84.9,6.1
20.22,80.1,5.66
20.7,76.07,5.47
21.23,71.15,4.97
21.72,67.12,4.45
22.21,64.35,4.08
22.71,62.89,3.97
23.15,61.43,3.97
23.66,57.92,4.12
24.17,54.33,4.07
24.62,52.38,3.76
25.14,51.11,3.27
25.61,50.75,2.93
26.08,51.03,2.6
26.61,49.68,2.36
27.09,48.11,2.19
27.57,46.39,2.18
28.05,44.25,2.21
28.54,42.04,2.47
29.02,39.84,2.86
29.58,37.85,3.3
31.51,33.78,3.26
33.3,33.11,3.44
35.41,31.37,4.4
37.34,31.77,6.86
39.28,32.91,19.07
