10.5,32,7.5
10.77,53.2,7.51
11.04,71.3,7.53
11.31,74.9,7.54
11.58,86.4,7.55
11.85,100.8,7.57
12.12,108.2,7.58
12.39,113.9,7.59
12.66,138.2,7.61
12.93,163.2,7.62
13.21,179.6,7.63
13.48,201.3,7.65
13.75,245.2,7.66
14.02,286.2,7.67
14.29,309,7.68
14.56,347.1,7.7
14.83,366.8,7.71
15.1,382.4,7.72
15.37,391.5,7.74
15.64,374.9,7.75
15.92,351.4,7.76
16.19,327.4,7.78
16.46,295.4,7.79
16.73,276.8,7.8
17,240.4,7.82
17.27,240.4,7.83
17.54,210.2,7.84
17.81,183.3,7.86
18.08,179.5,7.87
18.35,139.4,7.88
18.63,141.8,7.9
18.9,139.8,7.91
19.17,140,7.92
19.44,121.1,7.93
19.71,108.7,7.95
19.98,94.1,7.96
20.25,89.7,7.97
20.52,72.4,7.99
20.79,94.5,8
